State,Areaname,2003Rural-urbanContinuumCode,2003UrbanInfluenceCode,2013Rural-urbanContinuumCode,2013UrbanInfluenceCode,"Lessthanahighschooldiploma,1970","Highschooldiplomaonly,1970","Percentofadultswithlessthanahighschooldiploma,1970","Percentofadultswithlessthanahighschooldiploma,2010-2014","Percentofadultswithahighschooldiplomaonly,2010-2014","Percentofadultscompletingsomecollegeorassociate'sdegree,2010-2014","Percentofadultswithabachelor'sdegreeorhigher,2010-2014"
CO,LaPlataCounty,6,5,4,5,3928,3419,39.9,5.7,19.2,31.7,43.4
CO,LarimerCounty,2,2,2,2,13751,14160,31.5,4.9,18.6,32.3,44.1
CO,LasAnimasCounty,7,11,7,11,5143,2269,58.6,14.3,28.6,39.2,18
CO,LincolnCounty,8,4,8,7,1300,1141,45.5,19.9,41.9,22.1,16.1
CO,LoganCounty,7,8,7,8,4067,3515,41.5,12.4,33.9,37.8,15.9
CO,MesaCounty,3,2,3,2,12419,9853,40.9,10.3,30.1,34.4,25.2
CO,MineralCounty,9,12,9,12,156,218,33.1,3.5,23,34,39.4
CO,MoffatCounty,7,11,7,8,1547,1255,43.2,10.9,38.2,36.7,14.2
CO,MontezumaCounty,6,6,6,6,3499,2000,51.4,9.9,29.3,34.3,26.4
CO,MontroseCounty,7,8,4,5,4648,3212,46.5,13.1,31.6,30.7,24.6
CO,MorganCounty,6,3,6,3,5434,3463,50,20.8,31.4,33.9,13.9
CO,OteroCounty,6,6,6,6,6486,3804,51.7,17.5,27.4,39.6,15.5
CO,OurayCounty,9,10,9,10,426,339,44.3,1.9,19.8,28.3,50
CO,ParkCounty,1,1,1,1,473,454,37.7,4.2,25.6,38.5,31.6
CO,PhillipsCounty,9,10,9,10,1115,908,43.8,16.2,29.8,35.8,18.2
CO,PitkinCounty,7,9,7,8,536,734,15.9,5.2,10.8,27.6,56.4
CO,ProwersCounty,7,11,7,11,3242,2272,47.3,19.7,28.2,38.3,13.9
CO,PuebloCounty,3,2,3,2,30157,19506,48.8,12.2,28.9,37.5,21.4
CO,RioBlancoCounty,9,12,9,10,869,1047,34.3,8.8,34.3,36.1,20.8
CO,RioGrandeCounty,7,11,7,11,2627,1629,48,16.2,30.2,32.7,20.9
CO,RouttCounty,7,11,7,8,1322,1278,36.8,3.5,18.5,29.3,48.7
CO,SaguacheCounty,9,12,9,12,1094,580,55.6,21.5,25.1,27.7,25.7
CO,SanJuanCounty,9,10,9,10,189,140,41.4,5.6,29.6,37.7,27.1
CO,SanMiguelCounty,9,12,9,12,514,344,51.5,4.7,16.1,24.7,54.4
CO,SedgwickCounty,9,10,9,10,991,668,49.1,12.1,33.9,35.4,18.6
CO,SummitCounty,7,8,5,8,442,433,32,5.4,16.2,30.2,48.1
CO,TellerCounty,2,2,2,2,619,852,32.3,6.9,25.9,36.3,30.9
CO,WashingtonCounty,9,10,9,10,1606,1092,49.2,9.5,35.5,37.3,17.6
CO,WeldCounty,3,2,2,2,18779,14165,42.9,13.5,27.3,33.4,25.9
CO,YumaCounty,7,11,7,11,2598,1672,49.9,11.1,33.8,36.5,18.6
CT,Connecticut,,,,,740830,534830,44,10.5,27.6,24.9,37
CT,FairfieldCounty,2,2,2,2,182696,136804,40.5,10.8,22.5,21.2,45.4
CT,HartfordCounty,1,1,1,1,199750,146947,43.9,11.4,27.5,25.5,35.6
CT,LitchfieldCounty,4,5,4,3,37551,26581,45.6,8.7,29.5,28.1,33.7
CT,MiddlesexCounty,1,1,1,1,27436,21828,42.7,6.2,27.7,26.4,39.7
CT,NewHavenCounty,2,2,2,2,192144,133810,46.1,11.1,30.5,25,33.4
CT,NewLondonCounty,2,2,2,2,54768,40075,45.6,9.1,31.2,28.2,31.5
CT,TollandCounty,1,1,1,1,19955,16329,39.7,6.8,27.6,28.8,36.8
CT,WindhamCounty,4,5,2,2,26530,12456,57.4,12,35.7,29.4,22.9
DE,Delaware,,,,,130463,91211,45.4,12,31.5,27.1,29.4
DE,KentCounty,3,2,3,2,18865,13141,47.7,14,33.4,29.9,22.7
DE,NewCastleCounty,1,1,1,1,86082,65241,42.4,10.2,28.9,26.4,34.5
DE,SussexCounty,4,5,2,2,25516,12829,57,14.7,36.7,26.7,21.9
DC,DistrictofColumbia,,,,,189720,110767,44.8,11.1,18.6,16.9,53.4
DC,DistrictofColumbia,1,1,1,1,189720,110767,44.8,11.1,18.6,16.9,53.4
FL,Florida,,,,,1882537,1219216,47.4,13.5,29.7,30,26.8
FL,AlachuaCounty,3,2,2,2,18825,11494,40.2,8.2,21.7,29.3,40.8
FL,BakerCounty,1,1,1,1,3119,1271,65.1,19.6,45.5,24.1,10.9
FL,BayCounty,3,2,3,2,18967,12186,49,12.4,30.9,35.1,21.6
FL,BradfordCounty,6,6,6,4,4977,2015,63.5,23.9,36.2,29.4,10.4
FL,BrevardCounty,2,2,2,2,34845,45838,29.3,9.5,29.6,34.2,26.7
FL,BrowardCounty,1,1,1,1,175532,130997,44.6,12.1,27.8,30,30.2
FL,CalhounCounty,6,7,6,6,2864,902,69.3,26.7,38.8,25.3,9.2
FL,CharlotteCounty,3,2,3,2,9946,6986,47,10.9,34.3,33.9,20.9
FL,CitrusCounty,4,5,3,2,7646,3606,57.5,13.2,38.3,31.8,16.8
FL,ClayCounty,1,1,1,1,7546,5461,46.5,10,29.7,36.7,23.6
FL,CollierCounty,2,2,2,2,9668,7040,41.6,14.3,27,26.5,32.3
FL,ColumbiaCounty,6,5,4,3,7366,3599,56.5,15.6,36,34.3,14.1
FL,DeSotoCounty,6,5,6,5,5078,1953,64.1,29.4,39.3,21.4,9.9
FL,DixieCounty,6,7,6,7,1825,693,65.7,20.9,41.1,30.5,7.5
FL,DuvalCounty,1,1,1,1,131440,87680,48.4,11.6,28.9,33.1,26.5
FL,EscambiaCounty,2,2,2,2,49390,31306,49.7,11.5,28.9,35.7,23.9
FL,FlaglerCounty,4,5,2,2,1436,763,55.4,10.2,33.5,32.9,23.4
FL,FranklinCounty,6,7,6,6,2577,966,64.7,21.6,35.9,26.5,16
FL,GadsdenCounty,2,2,2,2,14465,4150,69.4,23,34.6,26.1,16.3
FL,GilchristCounty,3,2,2,2,1351,462,68.4,19.3,37.8,32,11
FL,GladesCounty,6,4,6,4,1325,450,67.9,24,44.1,21.6,10.3
FL,GulfCounty,6,6,3,2,3042,1593,57.7,20.4,35.5,29.5,14.7
FL,HamiltonCounty,6,7,6,6,2698,904,67.7,23.8,38.9,26.5,10.8
FL,HardeeCounty,6,5,6,3,4984,1875,64.6,34.7,37.2,18.1,10
FL,HendryCounty,4,5,4,3,3799,1345,63.6,34.3,34.8,20.3,10.6
FL,HernandoCounty,1,1,1,1,6274,2817,59.2,13.4,37.5,33.4,15.7
FL,HighlandsCounty,4,5,3,2,10320,4822,56.4,18.4,35.7,30.1,15.9
FL,HillsboroughCounty,1,1,1,1,136065,81697,50.7,12.9,27.8,29.6,29.8
FL,HolmesCounty,6,6,6,6,4499,1361,71.5,24.3,36.5,28.3,10.9
FL,IndianRiverCounty,3,2,3,2,9994,6870,46.5,12.8,29.4,31.1,26.7
FL,JacksonCounty,6,6,6,6,11599,4320,63.7,21.2,35.6,29,14.2
FL,JeffersonCounty,2,2,2,2,2909,913,65.9,19.9,31.1,31.2,17.8
FL,LafayetteCounty,8,7,9,12,1087,376,67.3,24.4,34.6,29.3,11.6
FL,LakeCounty,1,1,1,1,22581,12327,51.8,13.1,33.6,32.2,21
FL,LeeCounty,2,2,2,2,30744,21490,45.9,13.1,32,29.6,25.3
FL,LeonCounty,2,2,2,2,16506,12209,35.5,7.9,19.6,28.3,44.3
FL,LevyCounty,8,7,6,6,4687,1697,65.6,19.2,40.5,29.8,10.5
FL,LibertyCounty,8,7,8,7,1267,398,69.7,25,42.1,19.9,13.1
FL,MadisonCounty,6,6,6,6,4885,1268,69.8,20.6,38.1,30.8,10.4
FL,ManateeCounty,2,2,2,2,31914,20634,47.3,12.3,31,29.1,27.5
FL,MarionCounty,2,2,2,2,20641,11534,52.8,14.7,36.5,31.6,17.2
FL,MartinCounty,2,2,2,2,8615,5618,48.9,11,26.4,31.5,31.2
FL,Miami-DadeCounty,1,1,1,1,369936,226859,48.1,20.5,28.5,24.6,26.4
FL,MonroeCounty,4,3,4,3,12358,10120,44,9.6,28.7,32,29.7
FL,NassauCounty,1,1,1,1,6402,2822,61.5,10.5,34.5,31.9,23
FL,OkaloosaCounty,3,2,3,2,13196,16380,32.9,9,27,35.9,28.1
FL,OkeechobeeCounty,4,5,4,3,3631,1162,67.1,31.3,34.8,23.2,10.7
FL,OrangeCounty,1,1,1,1,80319,59344,43.4,12.7,26.5,30.2,30.6
FL,OsceolaCounty,1,1,1,1,8823,4733,55.7,15.8,34.3,32.1,17.8
FL,PalmBeachCounty,1,1,1,1,94604,65389,44.3,12.3,26.2,28.7,32.8
FL,PascoCounty,1,1,1,1,31468,15448,57.8,12.5,34,32.3,21.1
FL,PinellasCounty,1,1,1,1,171570,110883,47,10.6,29.8,31.3,28.3
FL,PolkCounty,2,2,2,2,68029,34338,53.7,16.9,36.2,28.4,18.6
FL,PutnamCounty,4,3,4,3,11729,5224,60,22.7,39.2,26.5,11.6
FL,St.JohnsCounty,1,1,1,1,9039,5284,52,6.2,21.5,30.9,41.4
FL,St.LucieCounty,2,2,2,2,15336,8093,53.2,14.4,34,32.5,19
FL,SantaRosaCounty,2,2,2,2,8024,6033,45.2,9.8,28.2,35.5,26.5
FL,SarasotaCounty,2,2,2,2,30915,29155,36.1,7.8,30.6,30.4,31.1
FL,SeminoleCounty,1,1,1,1,20411,14696,45.6,7.8,24.5,32.8,35
FL,SumterCounty,4,3,3,2,5319,2256,63.8,11.3,31.4,30.8,26.4
FL,SuwanneeCounty,6,6,6,6,5609,1939,66.4,21.6,41.4,25.1,11.9
FL,TaylorCounty,6,6,6,6,4554,1791,63.6,25.5,37.7,26.8,10
FL,UnionCounty,6,7,6,4,3110,1161,66.1,25.2,37.4,28.8,8.6
FL,VolusiaCounty,2,2,2,2,46457,35668,43.1,11.9,33.4,33.4,21.3
FL,WakullaCounty,2,2,2,2,2288,800,68.5,12.5,38.6,31.8,17.2
FL,WaltonCounty,6,6,3,2,5785,2312,62.5,15.2,28.2,31.5,25.1
FL,WashingtonCounty,6,6,6,6,4327,1440,67.9,19.6,40.2,28.8,11.4
GA,Georgia,,,,,1399175,528537,59.4,15,28.6,28.1,28.3
GA,ApplingCounty,7,9,7,9,4606,1328,72.6,24.4,42.6,20.2,12.9
GA,AtkinsonCounty,9,8,9,10,2214,386,78,32.9,39.1,20.3,7.7
GA,BaconCounty,7,9,7,9,3417,565,79.9,25.8,40,22.1,12.1
GA,BakerCounty,3,2,3,2,1498,274,79.2,20.4,42.9,25.8,11
GA,BaldwinCounty,4,5,4,5,14324,2958,71.7,17.5,38.3,26,18.3
GA,BanksCounty,8,7,8,6,3138,442,82.1,22.4,43.1,22.6,11.8
GA,BarrowCounty,1,1,1,1,6943,1468,74.2,17.7,35,30.7,16.6
GA,BartowCounty,1,1,1,1,12609,3128,72.2,18.7,37.7,26.3,17.3
GA,BenHillCounty,7,8,7,8,5482,1238,72.9,21.3,39,28.8,10.8
GA,BerrienCounty,6,6,6,6,4811,891,77.5,20.6,36.4,30.1,13
GA,BibbCounty,3,2,3,2,43778,18766,57.4,17.3,32.7,26.6,23.4
GA,BleckleyCounty,6,6,6,6,3758,807,73.8,18.3,43.3,23.2,15.2
GA,BrantleyCounty,3,2,3,2,2064,750,68.8,22.9,44.3,25.9,6.9
GA,BrooksCounty,3,2,3,2,5318,1074,73.6,22.8,37,29.1,11.1
GA,BryanCounty,2,2,2,2,2477,445,77.8,10.8,26.9,29.9,32.4
GA,BullochCounty,4,5,4,5,8891,2606,62,13.7,30.4,28,28
GA,BurkeCounty,2,2,2,2,6981,908,79.7,22.8,40,27.2,10
GA,ButtsCounty,1,1,1,1,3892,917,71.6,24.7,41.3,24.3,9.7
GA,CalhounCounty,8,7,8,7,2536,298,78.3,31.7,37,21.9,9.4
GA,CamdenCounty,4,3,4,3,3373,1447,61.8,8.9,31,39,21.2
GA,CandlerCounty,7,9,7,9,2654,414,75.1,23.3,39.5,22.2,15.1
GA,CarrollCounty,1,1,1,1,15509,3936,68.3,19.9,35.7,26.1,18.3
GA,CatoosaCounty,2,2,2,2,8892,4541,60,16.6,31,33.9,18.5
GA,CharltonCounty,6,4,6,4,1834,517,68.5,24.4,40.8,23.5,11.4
GA,ChathamCounty,2,2,2,2,49618,27726,51.8,11.3,26.3,30.1,32.3
GA,ChattahoocheeCounty,2,2,2,2,1374,2170,25.7,7,26.1,35.4,31.5
GA,ChattoogaCounty,6,5,6,5,8696,2071,75.8,31.9,38.3,21.3,8.5
GA,CherokeeCounty,1,1,1,1,11730,3119,71.7,11.1,24.2,30.4,34.3
GA,ClarkeCounty,3,2,3,2,10989,6119,38.7,14.5,22.1,24.1,39.3
GA,ClayCounty,9,12,9,12,1472,153,77.6,20,46.1,27,6.9
GA,ClaytonCounty,1,1,1,1,23474,15519,50.5,18.2,31.5,32.2,18.1
GA,ClinchCounty,6,6,6,7,2285,524,74.5,25.4,40.3,20.2,14.1
GA,CobbCounty,1,1,1,1,49786,29173,49.8,9,19.5,27.7,43.8
GA,CoffeeCounty,7,8,7,8,7937,1862,70.3,22.9,39.6,25.1,12.3
GA,ColquittCounty,6,5,6,5,11576,3618,68.5,28.6,36.7,21.8,12.9
GA,ColumbiaCounty,2,2,2,2,6106,2877,58.7,8.9,24.9,32,34.2
GA,CookCounty,6,6,6,6,4503,1178,72.1,25,37.1,24.6,13.4
GA,CowetaCounty,1,1,1,1,11818,2967,68.5,11.7,32,29.6,26.6
GA,CrawfordCounty,3,2,3,2,2166,478,77.4,20.9,39.9,28.2,11.1
GA,CrispCounty,6,5,6,5,6383,1528,69.1,22.2,34.6,28.5,14.7
GA,DadeCounty,2,2,2,2,3659,937,73.6,19.7,35.1,28.9,16.2
GA,DawsonCounty,1,1,1,1,1621,211,82.5,14.9,29.1,29.8,26.3
GA,DecaturCounty,6,5,6,5,8516,1981,73,21.1,34.8,29.1,15.1
GA,DeKalbCounty,1,1,1,1,77829,60854,36.2,11.6,21.3,26.8,40.3
GA,DodgeCounty,7,9,6,6,6350,1319,75.5,20.4,42.7,22.6,14.4
GA,DoolyCounty,6,6,6,6,4099,611,77,26.5,43.4,21.1,9
GA,DoughertyCounty,3,2,3,2,21270,11466,51.7,20.2,28.2,33.7,17.8
GA,DouglasCounty,1,1,1,1,9340,3656,63.9,12.3,31.9,31.3,24.5
GA,EarlyCounty,6,6,6,6,5095,818,78.6,20.2,38.8,26.2,14.8
GA,EcholsCounty,3,2,3,2,672,204,75.3,27,39.9,25.5,7.5
GA,EffinghamCounty,2,2,2,2,5008,1292,73.7,14.3,37.2,30.6,17.9
GA,ElbertCounty,6,6,6,6,7401,1097,77.7,21.9,47.9,19.4,10.7
GA,EmanuelCounty,7,9,7,9,7336,1508,76,22.7,40.9,26.4,10
GA,EvansCounty,6,7,6,6,2942,430,78,25,37.2,23.3,14.5
GA,FanninCounty,8,4,8,4,5572,1487,72.1,20.1,39.1,26.1,14.7
GA,FayetteCounty,1,1,1,1,3786,1517,63,6.3,21.1,29.3,43.3
GA,FloydCounty,3,2,3,2,26218,8810,64.4,22.1,30.6,28.7,18.6
GA,ForsythCounty,1,1,1,1,6364,1782,72,8.4,20.6,26.4,44.6
GA,FranklinCounty,8,7,8,6,5365,953,74.9,28,36,24.1,12
GA,FultonCounty,1,1,1,1,164315,75404,50.1,9.3,18.2,23.9,48.6
GA,GilmerCounty,6,4,6,4,3693,947,73.5,22.5,33,27.6,16.9
GA,GlascockCounty,9,12,9,12,1224,116,88.4,17.5,43.4,27.6,11.4
GA,GlynnCounty,3,2,3,2,13169,7230,51.8,13.4,28.6,31.6,26.4
GA,GordonCounty,6,5,4,3,9460,2218,74.3,26.3,34.5,25.3,13.9
GA,GradyCounty,6,6,6,6,6750,1676,71,27,36.7,23.6,12.7
GA,GreeneCounty,6,6,6,4,3827,1112,69.7,20.6,33.6,21.4,24.4
GA,GwinnettCounty,1,1,1,1,22991,8609,62.4,12.7,23.3,29.6,34.4
GA,HabershamCounty,6,5,6,5,7301,2010,67.7,22,34.7,26.7,16.5
GA,HallCounty,3,2,3,2,20973,5928,66.6,21.5,29.5,26.1,22.8
GA,HancockCounty,7,8,7,8,3532,473,80.3,27.6,40,21.8,10.6
GA,HaralsonCounty,1,1,1,1,6139,1929,69.7,23.6,37.8,24.7,13.8
GA,HarrisCounty,2,2,2,2,4321,960,69.9,10.5,28.3,33.4,27.8
GA,HartCounty,6,6,6,6,6651,994,79.4,19.2,38,28.2,14.6
GA,HeardCounty,1,1,1,1,2379,318,80.8,24.4,39.8,25.4,10.4
GA,HenryCounty,1,1,1,1,8263,2319,69.4,10.4,30.7,32.7,26.2
GA,HoustonCounty,3,2,3,2,11800,11345,40.1,11,30.1,35.7,23.2
GA,IrwinCounty,7,8,7,9,3139,665,72,18.3,39.3,31.6,10.7
GA,JacksonCounty,6,6,4,3,8103,2200,70.6,18.5,34.9,28,18.6
GA,JasperCounty,1,1,1,1,2139,620,69.5,20,39.9,26.2,14
GA,JeffDavisCounty,7,9,7,9,3456,897,72.5,21,42.8,27.2,9
GA,JeffersonCounty,6,6,6,7,6757,1009,79.3,28.2,42.2,20.4,9.2
GA,JenkinsCounty,6,6,6,6,3476,420,81.3,26.9,35.3,25.5,12.3
GA,JohnsonCounty,9,8,7,8,3205,571,78.7,24,40,26.4,9.6
GA,JonesCounty,3,2,3,2,4056,1378,67.1,12.4,39,30.2,18.5
GA,LamarCounty,1,1,1,1,3944,811,71.9,16.4,37.6,29.4,16.6
GA,LanierCounty,3,2,3,2,1824,512,72,22,29.7,36,12.4
GA,LaurensCounty,6,5,5,8,12567,3201,70.5,19.2,43.9,22.4,14.5
GA,LeeCounty,3,2,3,2,2314,464,72.6,14.4,29.2,34,22.3
GA,LibertyCounty,3,2,3,2,3856,1830,57,9.8,31.1,39.6,19.5
GA,LincolnCounty,8,7,2,2,2475,332,80.6,17.7,43.1,28.3,10.8
GA,LongCounty,3,2,3,2,1476,257,79,15.7,38.4,32,13.9
GA,LowndesCounty,3,2,3,2,14101,7081,54.1,16.3,29.4,31.4,23
GA,LumpkinCounty,6,4,6,4,3104,596,74.7,14,30.1,28.4,27.5
GA,McDuffieCounty,2,2,2,2,5097,1882,65.9,25.9,35.2,23.5,15.3
GA,McIntoshCounty,3,2,3,2,2535,597,72.7,21.4,37.3,27.2,14.2
GA,MaconCounty,6,6,6,6,4715,596,75.2,29.8,38.6,22.9,8.7
GA,MadisonCounty,3,2,3,2,5540,1114,76.9,19.6,39.5,26.1,14.8
GA,MarionCounty,2,2,2,2,2036,239,81.1,24,36.9,25.6,13.4
GA,MeriwetherCounty,1,1,1,1,7196,1651,71.2,28,38.2,24.5,9.3
GA,MillerCounty,8,7,8,7,2663,515,76.2,22,36.5,29.2,12.3
GA,MitchellCounty,6,6,6,6,7133,1421,75.3,26.8,39.6,22.5,11.1
GA,MonroeCounty,3,2,3,2,3976,888,71.7,19.7,34.9,25.6,19.8
GA,MontgomeryCounty,9,11,9,8,2332,517,73.5,17.8,44.8,23.1,14.4
GA,MorganCounty,6,4,1,1,3689,700,73.1,18.2,33.9,25.5,22.3
GA,MurrayCounty,3,2,3,2,5090,1182,75.4,31.2,36.9,23.3,8.6
GA,MuscogeeCounty,2,2,2,2,40831,24153,49.9,14.5,27.7,34,23.7
GA,NewtonCounty,1,1,1,1,9469,2575,70.9,16.4,32.1,32,19.4
GA,OconeeCounty,3,2,3,2,2534,982,60.5,7.6,20.2,27.6,44.6
GA,OglethorpeCounty,3,2,3,2,3255,517,80.1,18.1,37.7,26.1,18.2
GA,PauldingCounty,1,1,1,1,7133,1624,77.8,11,35.5,30.2,23.3
GA,PeachCounty,6,5,3,2,4536,1179,62.9,15.6,32.6,32.3,19.5
GA,PickensCounty,1,1,1,1,4235,617,80.6,17.5,32,26.7,23.7
GA,PierceCounty,6,5,6,5,3486,975,71.1,20.4,40.2,26.7,12.7
GA,PikeCounty,1,1,1,1,3002,516,77.6,14.3,35.9,32.5,17.3
GA,PolkCounty,6,3,4,3,12004,3122,73.4,24.8,38.1,24.4,12.7
GA,PulaskiCounty,6,6,3,2,3144,694,70.7,23.2,42.7,23.1,11
GA,PutnamCounty,6,4,6,4,2691,901,64.7,15.3,37.5,29.2,18.1
GA,QuitmanCounty,9,12,9,11,871,181,78.8,24.9,41.8,26.1,7.2
GA,RabunCounty,9,10,7,10,3356,736,70.6,14,34.5,25.7,25.8
GA,RandolphCounty,6,6,6,6,3783,530,80.6,27.3,35,23,14.8
GA,RichmondCounty,2,2,2,2,39448,20535,51.9,16.3,31.5,31.8,20.4
GA,RockdaleCounty,1,1,1,1,5991,2157,64.6,14.2,29.9,30.5,25.4
GA,SchleyCounty,8,5,8,5,1208,219,77.9,25.9,33.5,26.4,14.1
GA,ScrevenCounty,6,6,6,6,5349,594,80.8,19,43,25,13
GA,SeminoleCounty,6,6,6,6,2594,730,69.5,18.6,38.7,27.6,15.1
GA,SpaldingCounty,1,1,1,1,14737,4022,68.5,22.7,35.4,26.7,15.2
GA,StephensCounty,7,8,7,8,7621,2461,67,17.9,39.3,27.1,15.7
GA,StewartCounty,8,7,8,6,2492,428,77.3,38.1,38,14.2,9.7
GA,SumterCounty,6,5,6,5,8749,1900,67,23.3,32.4,24.8,19.4
GA,TalbotCounty,8,6,8,4,2550,331,78.7,23.3,40.8,22.8,13.2
GA,TaliaferroCounty,8,7,8,7,1171,81,88.1,33.7,43.6,14.5,8.3
GA,TattnallCounty,6,6,6,6,6981,1751,73.8,25.2,38.8,24.8,11.2
GA,TaylorCounty,8,7,8,7,3264,428,80.2,25.4,36.2,28.2,10.1
GA,TelfairCounty,7,9,7,11,4431,864,73.6,25.7,49,14.5,10.8
GA,TerrellCounty,3,2,3,2,4089,842,71.3,31.6,35,23.4,10.1
GA,ThomasCounty,4,5,4,5,12371,3426,67.8,19.4,33.5,29.5,17.6
GA,TiftCounty,4,5,5,8,9002,2203,67.2,21.5,32.4,29.5,16.6
GA,ToombsCounty,7,11,7,8,7201,1589,72.5,20,40.4,24.3,15.3
GA,TownsCounty,9,12,9,12,1750,470,68.6,11.3,36,30.5,22.2
GA,TreutlenCounty,7,9,7,9,2371,253,80.6,23.1,44,18.8,14.1
GA,TroupCounty,4,3,4,3,17093,4335,70.2,16.5,36.7,28.2,18.6
GA,TurnerCounty,6,6,6,6,3580,519,77.7,26.1,38,25.5,10.4
GA,TwiggsCounty,3,2,3,2,3175,436,82.1,31.2,41.5,17.7,9.6
GA,UnionCounty,9,12,9,12,3081,434,79.2,14.2,33.7,31.5,20.6
GA,UpsonCounty,6,3,6,3,9210,2740,69.1,23.5,35,30.2,11.4
GA,WalkerCounty,2,2,2,2,18472,6359,66.6,20.4,36.8,28.4,14.3
GA,WaltonCounty,1,1,1,1,9166,2058,74.7,15.7,34.8,32.3,17.2
GA,WareCounty,4,8,5,8,12190,3344,67.3,18.6,41.4,26.9,13.1
GA,WarrenCounty,8,7,8,7,2656,404,79.2,29.6,45.9,16.4,8
GA,WashingtonCounty,7,9,7,9,7048,1074,78.4,23.9,42.4,22.4,11.3
GA,WayneCounty,6,5,6,5,5836,2146,64.5,18.5,41.8,27.5,12.2
GA,WebsterCounty,8,7,8,6,986,82,84.9,22.8,49.2,22.1,6
GA,WheelerCounty,9,10,9,9,2026,172,83.2,26.9,51.7,13.3,8.1
GA,WhiteCounty,8,7,6,6,3028,754,72.4,14.1,34.7,31.8,19.4
GA,WhitfieldCounty,3,2,3,2,19979,5499,70.3,31.5,29.3,24.9,14.3
GA,WilcoxCounty,9,10,8,6,2706,744,71.6,23.9,48.1,19.3,8.7
GA,WilkesCounty,6,6,6,6,3955,995,68.7,22.2,42.8,19.7,15.3
GA,WilkinsonCounty,8,7,8,7,3725,584,78,19.6,50.1,22.2,8.2
GA,WorthCounty,3,2,3,2,5426,1419,73,25.8,40.6,25.8,7.8
HI,Hawaii,,,,,146701,138307,38.1,9.3,28.1,32.1,30.5
HI,HawaiiCounty,5,8,5,8,18359,10903,53.2,9,32.7,32.4,25.9
HI,HonoluluCounty,2,2,2,2,104906,115777,34,9.3,26.5,31.7,32.5
HI,KalawaoCounty,9,8,3,2,,,,17.9,28.4,10.4,43.3
HI,KauaiCounty,5,8,5,8,9343,4500,56.6,9,29.9,34.2,26.9
HI,MauiCounty,5,8,3,2,14093,7127,55.7,9.4,31.5,33.5,25.6
ID,Idaho,,,,,149531,127462,40.5,10.9,27.7,36,25.4
ID,AdaCounty,2,2,2,2,18137,21833,30.5,6.2,21.6,35.8,36.4
ID,AdamsCounty,8,7,9,12,793,530,49.9,7.8,37.1,34.4,20.8
ID,BannockCounty,3,2,3,2,8975,8363,36.3,8.4,26.9,37.5,27.3
ID,BearLakeCounty,7,11,9,11,1299,1254,40.9,7.3,40.4,34.6,17.6
ID,BenewahCounty,6,6,6,7,1864,1027,53.5,14,41.9,30.8,13.3
ID,BinghamCounty,6,5,4,5,5750,4774,41.4,15.6,30.4,36.9,17.1
ID,BlaineCounty,7,11,7,8,1161,1168,35.9,9.8,15.5,29.9,44.8
ID,BoiseCounty,2,2,2,2,433,365,44.5,8.9,28.1,38.2,24.8
ID,BonnerCounty,6,6,6,5,4480,3005,49.8,8.4,30.8,39.1,21.7
ID,BonnevilleCounty,3,2,3,2,7572,8833,31,9,28,36.6,26.4
ID,BoundaryCounty,7,11,7,9,1886,1010,53.5,12,37.7,36.2,14.1
ID,ButteCounty,8,7,3,2,586,535,39.5,10,37.2,37.8,15
ID,CamasCounty,9,12,9,8,101,143,25.4,16.3,26.9,34.8,22
ID,CanyonCounty,2,2,2,2,15284,10513,46.6,17.1,31.3,34.2,17.4
ID,CaribouCounty,6,6,6,6,1070,1342,33.4,11.2,34.7,36.3,17.8
ID,CassiaCounty,7,8,7,8,3758,2854,44.5,21.2,27,35,16.9
ID,ClarkCounty,8,7,9,12,163,87,48.7,22,33.3,28.7,15.9
ID,ClearwaterCounty,6,6,6,6,3057,1941,52.1,14.3,35.5,34.4,15.8
ID,CusterCounty,9,12,8,7,812,554,47.4,10.1,34.1,29.6,26.2
ID,ElmoreCounty,4,5,6,5,2392,3173,32.1,14.9,30.1,37.9,17
ID,FranklinCounty,3,2,3,2,1503,1489,38.8,9.3,34.6,37.8,18.2
ID,FremontCounty,6,5,6,5,1771,1460,41.3,11.5,32.6,36.2,19.7
ID,GemCounty,2,2,2,2,2787,1727,53.6,13.5,36,33.6,16.9
ID,GoodingCounty,7,9,7,9,2321,1695,46.5,23,33.9,31.3,11.8
ID,IdahoCounty,6,6,6,6,3199,2304,46.5,10.2,40.1,32.9,16.8
ID,JeffersonCounty,3,2,3,2,2578,2002,45.9,10.3,31.7,37,21
ID,JeromeCounty,7,8,7,8,2864,1808,50.4,29.4,28.6,28.7,13.3
ID,KootenaiCounty,3,2,3,2,8535,6759,43.4,7.9,28.8,40.1,23.1
ID,LatahCounty,4,5,4,5,3783,3640,33.1,4.2,20.7,31.1,44
ID,LemhiCounty,7,11,7,11,1465,950,45.9,7.8,32.8,36.4,22.9
ID,LewisCounty,8,7,8,7,950,736,43.7,11.5,34.4,37.6,16.5
ID,LincolnCounty,9,10,9,8,836,555,49.2,23.1,35.8,29.8,11.3
ID,MadisonCounty,6,5,4,5,1517,1527,32,4.9,16.3,44.4,34.4
ID,MinidokaCounty,7,8,7,8,3458,2721,44.6,24.1,31.5,32.7,11.8
ID,NezPerceCounty,3,2,3,2,6401,5912,39.1,9.5,31.2,37.1,22.1
ID,OneidaCounty,8,7,8,7,633,490,37.5,5.9,42,39.4,12.7
